"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"2334",NA,5686,"Emutete",0.026,34.6358,"UNKNOWN","Kenya","KEN","Africa",4,2006,4,2006,0.5,13,76,8,0.1053,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2335",NA,5686,"Emutete",0.026,34.6358,"UNKNOWN","Kenya","KEN","Africa",11,2006,11,2006,0.5,13,77,7,0.0909,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2336",NA,4492,"Kezege",0.0264,34.6506,"UNKNOWN","Kenya","KEN","Africa",4,2004,4,2004,0.5,13,85,55,0.6471,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2337",NA,4492,"Kezege",0.0264,34.6506,"UNKNOWN","Kenya","KEN","Africa",11,2004,11,2004,0.5,13,101,48,0.4752,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2338",NA,4492,"Kezege",0.0264,34.6506,"UNKNOWN","Kenya","KEN","Africa",4,2005,4,2005,0.5,13,96,37,0.3854,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2339",NA,22150,"Kimingini",0.1712,34.7606,"UNKNOWN","Kenya","KEN","Africa",4,2004,4,2004,0.5,13,98,56,0.5714,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2340",NA,22150,"Kimingini",0.1712,34.7606,"UNKNOWN","Kenya","KEN","Africa",11,2004,11,2004,0.5,13,108,68,0.6296,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2341",NA,22150,"Kimingini",0.1712,34.7606,"UNKNOWN","Kenya","KEN","Africa",4,2005,4,2005,0.5,13,102,58,0.5686,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2342",NA,22150,"Kimingini",0.1712,34.7606,"UNKNOWN","Kenya","KEN","Africa",11,2005,11,2005,0.5,13,108,38,0.3519,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2343",NA,22150,"Kimingini",0.1712,34.7606,"UNKNOWN","Kenya","KEN","Africa",4,2006,4,2006,0.5,13,90,33,0.3667,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2344",NA,22150,"Kimingini",0.1712,34.7606,"UNKNOWN","Kenya","KEN","Africa",11,2006,11,2006,0.5,13,115,4,0.0348,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2345",NA,1274,"Musilongo",0.0208,34.6035,"UNKNOWN","Kenya","KEN","Africa",4,2004,4,2004,0.5,13,100,69,0.69,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2346",NA,1274,"Musilongo",0.0208,34.6035,"UNKNOWN","Kenya","KEN","Africa",11,2004,11,2004,0.5,13,100,58,0.58,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2347",NA,1274,"Musilongo",0.0208,34.6035,"UNKNOWN","Kenya","KEN","Africa",4,2005,4,2005,0.5,13,85,50,0.5882,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2348",NA,10117,"Wakikuyu",0.108,34.7699,"UNKNOWN","Kenya","KEN","Africa",4,2004,4,2004,0.5,13,97,36,0.3711,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2349",NA,10117,"Wakikuyu",0.108,34.7699,"UNKNOWN","Kenya","KEN","Africa",11,2004,11,2004,0.5,13,103,35,0.3398,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2350",NA,10117,"Wakikuyu",0.108,34.7699,"UNKNOWN","Kenya","KEN","Africa",4,2005,4,2005,0.5,13,93,38,0.4086,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2351",NA,10117,"Wakikuyu",0.108,34.7699,"UNKNOWN","Kenya","KEN","Africa",11,2005,11,2005,0.5,13,79,21,0.2658,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2352",NA,10117,"Wakikuyu",0.108,34.7699,"UNKNOWN","Kenya","KEN","Africa",4,2006,4,2006,0.5,13,94,14,0.1489,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2353",NA,10117,"Wakikuyu",0.108,34.7699,"UNKNOWN","Kenya","KEN","Africa",11,2006,11,2006,0.5,13,100,8,0.08,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2354",NA,9589,"Wamondo",0.0268,34.7011,"UNKNOWN","Kenya","KEN","Africa",4,2004,4,2004,0.5,13,99,32,0.3232,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2355",NA,9589,"Wamondo",0.0268,34.7011,"UNKNOWN","Kenya","KEN","Africa",11,2004,11,2004,0.5,13,102,22,0.2157,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2356",NA,9589,"Wamondo",0.0268,34.7011,"UNKNOWN","Kenya","KEN","Africa",4,2005,4,2005,0.5,13,87,11,0.1264,"P. falciparum","RDT","OptiMal-IT",NA,"true","true","","Fillinger, U., Ndenga, B., Githeko, A. and Lindsay, S.W. (2009).  <b>Integrated malaria vector control with microbial larvicides and insecticide-treated nets in western Kenya: a controlled trial.</b> <i>Bulletin of the World Health Organization</i>, <b>87</b>(9):655-65","Fillinger, U, . (2009) personal communication.",""
"2357",NA,7945,"Wanga Primary School",-0.4596,34.2662,"RURAL","Kenya","KEN","Africa",5,2004,5,2004,3,14,132,29,0.2197,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2358",NA,17510,"Kirindo Primary School",-0.4466,34.2489,"RURAL","Kenya","KEN","Africa",3,2002,3,2002,2,18,347,120,0.3458,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2359",NA,17510,"Kirindo Primary School",-0.4466,34.2489,"RURAL","Kenya","KEN","Africa",2,2004,2,2004,4,12,135,29,0.2148,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2360",NA,2910,"Nyawiya Primary School",-0.4626,34.318,"RURAL","Kenya","KEN","Africa",10,2003,10,2003,2,14,106,35,0.3302,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2361",NA,2910,"Nyawiya Primary School",-0.4626,34.318,"RURAL","Kenya","KEN","Africa",1,2004,6,2004,1,14,419,92,0.2196,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2362",NA,21120,"Gingo Primary School",-0.4839,34.1769,"RURAL","Kenya","KEN","Africa",2,2004,6,2004,4,14,292,58,0.1986,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2363",NA,21120,"Gingo Primary School",-0.4839,34.1769,"RURAL","Kenya","KEN","Africa",12,2003,12,2003,1,11,73,22,0.3014,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2364",NA,13724,"Iguhu",0.167,34.7484,"RURAL","Kenya","KEN","Africa",1,2006,1,2006,5,17,84,23,0.2738,"P. falciparum","Microscopy","",NA,"true","true","","Baliraine, F.N., Afrane, Y.A., Amenya, D.A., Bonizzoni, M., Menge, D.M., Zhou, G., Zhong, D., Vardo-Zalik, A.M., Githeko, A.K. and Yan, G. (2009).  <b>High prevalence of asymptomatic <i>Plasmodium falciparum</i> infections in a highland area of western Kenya: a cohort study.</b> <i>The Journal of Infectious Diseases</i>, <b>200</b>(1):66-74","Baliraine, FN and Githeko, AK, . (2009) personal communication.",""
"2365",NA,13724,"Iguhu",0.167,34.7484,"RURAL","Kenya","KEN","Africa",6,2006,6,2006,5,17,77,37,0.4805,"P. falciparum","Microscopy","",NA,"true","true","","Baliraine, F.N., Afrane, Y.A., Amenya, D.A., Bonizzoni, M., Menge, D.M., Zhou, G., Zhong, D., Vardo-Zalik, A.M., Githeko, A.K. and Yan, G. (2009).  <b>High prevalence of asymptomatic <i>Plasmodium falciparum</i> infections in a highland area of western Kenya: a cohort study.</b> <i>The Journal of Infectious Diseases</i>, <b>200</b>(1):66-74","Baliraine, FN and Githeko, AK, . (2009) personal communication.",""
"2366",NA,13724,"Iguhu",0.167,34.7484,"RURAL","Kenya","KEN","Africa",11,2006,11,2006,5,17,75,4,0.0533,"P. falciparum","Microscopy","",NA,"true","true","","Baliraine, F.N., Afrane, Y.A., Amenya, D.A., Bonizzoni, M., Menge, D.M., Zhou, G., Zhong, D., Vardo-Zalik, A.M., Githeko, A.K. and Yan, G. (2009).  <b>High prevalence of asymptomatic <i>Plasmodium falciparum</i> infections in a highland area of western Kenya: a cohort study.</b> <i>The Journal of Infectious Diseases</i>, <b>200</b>(1):66-74","Baliraine, FN and Githeko, AK, . (2009) personal communication.",""
"2367",NA,2769,"Obalwanda Primary School",-0.4918,34.2807,"RURAL","Kenya","KEN","Africa",3,2004,7,2004,1,17,289,60,0.2076,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2368",NA,2769,"Obalwanda Primary School",-0.4918,34.2807,"RURAL","Kenya","KEN","Africa",10,2003,10,2003,1,15,94,28,0.2979,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2369",NA,16283,"Jego Primary School",-4.6438,39.1869,"UNKNOWN","Kenya","KEN","Africa",5,2001,5,2001,5,15,242,105,0.4339,"P. falciparum","Microscopy","",NA,"true","true","","King, C.L., . (2009) personal communication.","",""
"2370",NA,16283,"Jego Primary School",-4.6438,39.1869,"UNKNOWN","Kenya","KEN","Africa",1,2003,1,2003,5,15,358,134,0.3743,"P. falciparum","Microscopy","",NA,"true","true","","King, C.L., . (2009) personal communication.","",""
"2371",NA,13905,"Powo Primary School",-0.5125,34.3047,"RURAL","Kenya","KEN","Africa",11,2003,11,2003,3,13,77,19,0.2468,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2372",NA,13905,"Powo Primary School",-0.5125,34.3047,"RURAL","Kenya","KEN","Africa",1,2004,7,2004,1,15,213,47,0.2207,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2373",NA,2472,"Waondo Primary School",-0.4987,34.3109,"RURAL","Kenya","KEN","Africa",1,2004,5,2004,1,14,243,66,0.2716,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2374",NA,2472,"Waondo Primary School",-0.4987,34.3109,"RURAL","Kenya","KEN","Africa",10,2003,10,2003,1,13,130,45,0.3462,"P. falciparum","Microscopy","",NA,"true","true","","Manda, H. and Gouagna, L.C., . (2009) personal communication.","",""
"2375",NA,10980,"Makhokho",0.1759,34.7496,"UNKNOWN","Kenya","KEN","Africa",1,2006,1,2006,5,17,81,6,0.0741,"P. falciparum","Microscopy","",NA,"true","true","","Baliraine, F.N., Afrane, Y.A., Amenya, D.A., Bonizzoni, M., Menge, D.M., Zhou, G., Zhong, D., Vardo-Zalik, A.M., Githeko, A.K. and Yan, G. (2009).  <b>High prevalence of asymptomatic <i>Plasmodium falciparum</i> infections in a highland area of western Kenya: a cohort study.</b> <i>The Journal of Infectious Diseases</i>, <b>200</b>(1):66-74","Baliraine, FN and Githeko, AK, . (2009) personal communication.",""
"2376",NA,10980,"Makhokho",0.1759,34.7496,"UNKNOWN","Kenya","KEN","Africa",6,2006,6,2006,5,17,81,13,0.1605,"P. falciparum","Microscopy","",NA,"true","true","","Baliraine, F.N., Afrane, Y.A., Amenya, D.A., Bonizzoni, M., Menge, D.M., Zhou, G., Zhong, D., Vardo-Zalik, A.M., Githeko, A.K. and Yan, G. (2009).  <b>High prevalence of asymptomatic <i>Plasmodium falciparum</i> infections in a highland area of western Kenya: a cohort study.</b> <i>The Journal of Infectious Diseases</i>, <b>200</b>(1):66-74","Baliraine, FN and Githeko, AK, . (2009) personal communication.",""
"2377",NA,10980,"Makhokho",0.1759,34.7496,"UNKNOWN","Kenya","KEN","Africa",11,2006,11,2006,5,17,74,5,0.0676,"P. falciparum","Microscopy","",NA,"true","true","","Baliraine, F.N., Afrane, Y.A., Amenya, D.A., Bonizzoni, M., Menge, D.M., Zhou, G., Zhong, D., Vardo-Zalik, A.M., Githeko, A.K. and Yan, G. (2009).  <b>High prevalence of asymptomatic <i>Plasmodium falciparum</i> infections in a highland area of western Kenya: a cohort study.</b> <i>The Journal of Infectious Diseases</i>, <b>200</b>(1):66-74","Baliraine, FN and Githeko, AK, . (2009) personal communication.",""
